
Twitter.app/Twitter (for architecture armv6):
0008c948 t -[TwitterAccount(Block) isBlockedResponse:info:]
0008c990 t -[TwitterAccount(Block) unblock:]
0008ca1c t -[TwitterAccount(Block) unblockUserID:]
0008c9f4 t -[TwitterAccount(Block) unblockUsername:]
0008c960 t -[TwitterAccount(Block) user:isBlocked:]
0008cb40 t -[TwitterAccount(Block) userID:isBlocked:]
0008cee8 t -[TwitterAccount(Follow) checkIfUser:follows:callback:]
0008cd34 t -[TwitterAccount(Follow) follow:callback:]
0008cde8 t -[TwitterAccount(Follow) followUserID:callback:]
0008ce4c t -[TwitterAccount(Follow) followingStatus:info:]
0008cccc t -[TwitterAccount(Follow) stopFollowing:callback:]
0008cd9c t -[TwitterAccount(Follow) unfollowUserID:callback:]
0008ce64 t -[TwitterAccount(Follow) user:follows:callback:]
0008ce34 t -[TwitterAccount(Follow) userFollowsResponse:info:]
00090f14 t -[TwitterAccount(Lists) _listMatchingList:]
00090864 t -[TwitterAccount(Lists) _listSet:containsList:]
00090c0c t -[TwitterAccount(Lists) createList:description:mode:callback:]
00090e58 t -[TwitterAccount(Lists) definitiveLists:]
00090680 t -[TwitterAccount(Lists) deleteList:]
00090780 t -[TwitterAccount(Lists) didCreateList:info:]
000906f8 t -[TwitterAccount(Lists) didUpdateList:info:]
0009047c t -[TwitterAccount(Lists) followList:]
000908b0 t -[TwitterAccount(Lists) followingLists]
000907f0 t -[TwitterAccount(Lists) followsList:]
0009026c t -[TwitterAccount(Lists) isLoadingLists]
00090a4c t -[TwitterAccount(Lists) list:doesFollow:callback:]
00090338 t -[TwitterAccount(Lists) list:follow:]
000902b0 t -[TwitterAccount(Lists) list:unfollow:]
000903c0 t -[TwitterAccount(Lists) listDoesFollowUser:info:]
00090570 t -[TwitterAccount(Lists) listNamed:callback:]
00090520 t -[TwitterAccount(Lists) listResponse:info:]
000909b0 t -[TwitterAccount(Lists) listSubscriptionsResponse:info:]
00090afc t -[TwitterAccount(Lists) listWithUsername:slug:callback:]
000909f4 t -[TwitterAccount(Lists) listsResponse:info:]
00090d28 t -[TwitterAccount(Lists) listsResponse:replaceList:]
000902a0 t -[TwitterAccount(Lists) lists]
00090820 t -[TwitterAccount(Lists) ownsList:]
00090290 t -[TwitterAccount(Lists) subscribedLists]
000903d8 t -[TwitterAccount(Lists) unfollowList:]
00090b54 t -[TwitterAccount(Lists) updateList:name:description:mode:callback:]
00090c6c t -[TwitterAccount(Lists) updateLists]
00076bac t -[TwitterAccount(Profile) didUpdateProfile:info:]
00076a9c t -[TwitterAccount(Profile) didUpdateProfileImage:info:]
00076b54 t -[TwitterAccount(Profile) updateProfileImage:callback:]
00076aec t -[TwitterAccount(Profile) updateProfileName:email:url:location:description:callback:]
000bec10 t -[TwitterAccount(Push) didRegisterForPush:info:]
000bec38 t -[TwitterAccount(Push) registerForPushWithDeviceToken:]
000bec12 t -[TwitterAccount(Push) unregisterForPush]
00076fd0 t -[TwitterAccount(SavedSearches) addSavedSearch:]
00076f48 t -[TwitterAccount(SavedSearches) addSavedSearchResponse:info:]
00076c5c t -[TwitterAccount(SavedSearches) containsSavedSearch:]
00076c24 t -[TwitterAccount(SavedSearches) isLoadingSavedSearches]
00076e08 t -[TwitterAccount(SavedSearches) removeSavedSearch:]
00076df0 t -[TwitterAccount(SavedSearches) removeSavedSearchResponse:info:]
00076ccc t -[TwitterAccount(SavedSearches) savedSearchesResponse:info:]
00076c80 t -[TwitterAccount(SavedSearches) savedSearches]
00076d8c t -[TwitterAccount(SavedSearches) updateSavedSearches]
0008eb84 t -[TwitterAccount(Spam) reportSpam:]
000a3eb0 t -[TwitterAccount(TopTweets) topTweetsResponse:info:]
000a3f8c t -[TwitterAccount(TopTweets) topTweetsUsername]
000a3f60 t -[TwitterAccount(TopTweets) topTweets]
000a4068 t -[TwitterAccount(TopTweets) updateTopTweets]
000771c4 t -[TwitterAccount(Trends) _endTrendLocationGPSUpdates]
0007782c t -[TwitterAccount(Trends) _findTrendLocationsFrom:]
00077274 t -[TwitterAccount(Trends) _ignoreLocalTrends]
000772c8 t -[TwitterAccount(Trends) _updateTrends]
00077608 t -[TwitterAccount(Trends) currentLocationResponse:]
00077768 t -[TwitterAccount(Trends) detectTrendLocation]
000773b4 t -[TwitterAccount(Trends) sulCategoriesResponse:info:]
00077118 t -[TwitterAccount(Trends) sulCategories]
00077550 t -[TwitterAccount(Trends) trendLocationsResponse:info:]
00077144 t -[TwitterAccount(Trends) trendsNeedRefresh]
0007745c t -[TwitterAccount(Trends) trendsResponse:info:]
00077198 t -[TwitterAccount(Trends) trends]
0007789c t -[TwitterAccount(Trends) updateSULCategories]
00077210 t -[TwitterAccount(Trends) updateTrends]
000ead24 t -[TwitterAccount(Uniquification) cachedDirectMessageWithID:]
000ead5c t -[TwitterAccount(Uniquification) cachedStatusWithID:]
000ea92c t -[TwitterAccount(Uniquification) cachedStatuses]
000eadcc t -[TwitterAccount(Uniquification) cachedUserWithID:]
000ead94 t -[TwitterAccount(Uniquification) cachedUserWithUsername:]
000ea950 t -[TwitterAccount(Uniquification) cachedUsers]
000ea974 t -[TwitterAccount(Uniquification) definitiveDirectMessages:]
000eae04 t -[TwitterAccount(Uniquification) definitiveMessage:]
000eaa1c t -[TwitterAccount(Uniquification) definitiveStatus:]
000ea994 t -[TwitterAccount(Uniquification) definitiveStatuses:]
000eac04 t -[TwitterAccount(Uniquification) definitiveUser:]
000ea9b4 t -[TwitterAccount(Uniquification) definitiveUsers:]
000eaf04 t -[TwitterAccount(Uniquification) usersStartingWith:]
000f1eec t -[TwitterAccount(UserStream) _cancelUserStreamReconnect]
000f18bc t -[TwitterAccount(UserStream) _checkUserStreamHealth]
000f1c60 t -[TwitterAccount(UserStream) _handleUserStreamStatus:]
000f1ed8 t -[TwitterAccount(UserStream) _reopenStream]
000f1f20 t -[TwitterAccount(UserStream) _scheduleReconnectAfterDelay:]
000f1e80 t -[TwitterAccount(UserStream) closeUserStream]
000f1900 t -[TwitterAccount(UserStream) didCheckReplyInUserStream:info:]
000f2024 t -[TwitterAccount(UserStream) didDropStream:info:]
000f1970 t -[TwitterAccount(UserStream) didReceiveStreamObject:info:]
000f18a0 t -[TwitterAccount(UserStream) isConnectedToUserStream]
000f1f58 t -[TwitterAccount(UserStream) openUserStream]
000f1e38 t -[TwitterAccount(UserStream) successfullyConnected]
000ae390 t -[TwitterAccount(xAuth) migrateToXAuthIfNeeded]
000ae2e8 t -[TwitterAccount(xAuth) migrateToXAuthResponse:info:]
000263cc t -[TwitterAccountStream _statusIDSyncKey]
00026384 t -[TwitterAccountStream account]
0002644c t -[TwitterAccountStream autosaveName]
000263a4 t -[TwitterAccountStream dealloc]
000264d0 t -[TwitterAccountStream definitiveStatuses:]
000264f8 t -[TwitterAccountStream encodeWithCoder:]
00026548 t -[TwitterAccountStream initWithCoder:]
000265a0 t -[TwitterAccountStream newestStatusThatIsNotMine]
00026724 t -[TwitterAccountStream noteNewTopStatusID:]
00026690 t -[TwitterAccountStream requestTopStatusIDResponse:info:]
00026784 t -[TwitterAccountStream requestTopStatusID]
00026394 t -[TwitterAccountStream setAccount:]
000f34d4 t -[TwitterAggregateStatusesStream dealloc]
000f3540 t -[TwitterAggregateStatusesStream setStreams:]
000f3678 t -[TwitterAggregateStatusesStream statuses]
000f3498 t -[TwitterAggregateStatusesStream streamDidUpdate:]
000f3488 t -[TwitterAggregateStatusesStream streams]
000e09e4 t -[TwitterApplePushDestination availableLevels]
000e1074 t -[TwitterApplePushDestination dealloc]
000e0a04 t -[TwitterApplePushDestination enabledFor]
000e0a34 t -[TwitterApplePushDestination enabledSummary]
000e0ee4 t -[TwitterApplePushDestination encodeWithCoder:]
000e10b8 t -[TwitterApplePushDestination initWithCoder:]
000e0cc8 t -[TwitterApplePushDestination isAvailable:]
000e0a24 t -[TwitterApplePushDestination lastRefreshed]
000e09d0 t -[TwitterApplePushDestination mentionsFromAll]
000e09bc t -[TwitterApplePushDestination mentionsFromFollowing]
000e0d8c t -[TwitterApplePushDestination mentions]
000e0994 t -[TwitterApplePushDestination messages]
000e0c54 t -[TwitterApplePushDestination needsRefresh]
000e0f54 t -[TwitterApplePushDestination parseApplePushDestinationXML:info:]
000e09f4 t -[TwitterApplePushDestination setAvailableLevels:]
000e0a14 t -[TwitterApplePushDestination setEnabledFor:]
000e1160 t -[TwitterApplePushDestination setLastRefreshed:]
000e0cec t -[TwitterApplePushDestination setMentions:]
000e0dc4 t -[TwitterApplePushDestination setMentionsFromAll:]
000e0e0c t -[TwitterApplePushDestination setMentionsFromFollowing:]
000e0e9c t -[TwitterApplePushDestination setMessages:]
000e0e54 t -[TwitterApplePushDestination setTweets:]
000e09a8 t -[TwitterApplePushDestination tweets]
000e239c t -[TwitterAutocompleteController _couldBeAPlainWordMatch:]
000e1710 t -[TwitterAutocompleteController _end]
000e2828 t -[TwitterAutocompleteController _forceAutoComplete]
000e250c t -[TwitterAutocompleteController _startOrUpdate]
000e28a4 t -[TwitterAutocompleteController _updateAutocompleter:]
000e1ed8 t -[TwitterAutocompleteController _updateResults:]
000e1224 t -[TwitterAutocompleteController autocompletePopover]
000e204c t -[TwitterAutocompleteController autocompleteResults:info:]
000e1234 t -[TwitterAutocompleteController autocompleteView]
000e18b0 t -[TwitterAutocompleteController dealloc]
000e1264 t -[TwitterAutocompleteController delegate]
000e2694 t -[TwitterAutocompleteController didChangeSelection]
000e2098 t -[TwitterAutocompleteController didSelectAutocompleteItem:]
000e1680 t -[TwitterAutocompleteController forceEnableHashtagAutocomplete]
000e16b0 t -[TwitterAutocompleteController forceEnableNameAutocomplete]
000e16e0 t -[TwitterAutocompleteController forceEnablePlaceAutocomplete]
000e1d30 t -[TwitterAutocompleteController foundPlaces:searchQuery:]
000e1e28 t -[TwitterAutocompleteController foundUsers:info:]
000e19b4 t -[TwitterAutocompleteController initWithFrame:textView:composition:account:]
000e1abc t -[TwitterAutocompleteController initWithTextView:composition:account:]
000e1bd0 t -[TwitterAutocompleteController init]
000e1284 t -[TwitterAutocompleteController insertAutocompleteItem:atRange:]
000e1244 t -[TwitterAutocompleteController navigationController]
000e1898 t -[TwitterAutocompleteController popoverControllerShouldDismissPopover:]
000e17b0 t -[TwitterAutocompleteController resultsTableView]
000e1274 t -[TwitterAutocompleteController setDelegate:]
000e1254 t -[TwitterAutocompleteController setNavigationController:]
000e1ea4 t -[TwitterAutocompleteController textViewDidChange:]
000e17fc t -[TwitterAutocompleteController updateFastPrefixStartSet:]
000e27c4 t -[TwitterAutocompleteController wordAtIndex:]
000e15f0 t -[TwitterAutocompleteController wordIsPlaceTrigger:]
000e9a14 t -[TwitterAutocompleteResultItem autocompleteAction]
000e9a64 t -[TwitterAutocompleteResultItem autocompleteImageName]
000e9a54 t -[TwitterAutocompleteResultItem autocompleteImageURL]
000e9a74 t -[TwitterAutocompleteResultItem autocompleteSubtext]
000e9a84 t -[TwitterAutocompleteResultItem autocompleteText]
000e99f4 t -[TwitterAutocompleteResultItem autocompleteType]
000e9e98 t -[TwitterAutocompleteResultItem dealloc]
000e9e1c t -[TwitterAutocompleteResultItem isEqual:]
000e9a34 t -[TwitterAutocompleteResultItem itemID]
000e99d4 t -[TwitterAutocompleteResultItem priority]
000e9f4c t -[TwitterAutocompleteResultItem searchableSortableText]
000e9a24 t -[TwitterAutocompleteResultItem setAutocompleteAction:]
000e9fcc t -[TwitterAutocompleteResultItem setAutocompleteImageName:]
000e9fec t -[TwitterAutocompleteResultItem setAutocompleteImageURL:]
000e9fac t -[TwitterAutocompleteResultItem setAutocompleteSubtext:]
000e9f8c t -[TwitterAutocompleteResultItem setAutocompleteText:]
000e9a04 t -[TwitterAutocompleteResultItem setAutocompleteType:]
000ea02c t -[TwitterAutocompleteResultItem setItemID:]
000e99e4 t -[TwitterAutocompleteResultItem setPriority:]
000ea00c t -[TwitterAutocompleteResultItem setUserInfo:]
000e9a44 t -[TwitterAutocompleteResultItem userInfo]
000e3618 t -[TwitterAutocompleteResultsController _appendSearchItem:type:]
000e3c18 t -[TwitterAutocompleteResultsController _appendSearchResultItems:type:]
000e38ec t -[TwitterAutocompleteResultsController _returnResults:]
000e390c t -[TwitterAutocompleteResultsController dealloc]
000e3744 t -[TwitterAutocompleteResultsController resetAutocompleteResults]
000e3608 t -[TwitterAutocompleteResultsController resultsCallback]
000e38b4 t -[TwitterAutocompleteResultsController setLastPartialText:]
000e387c t -[TwitterAutocompleteResultsController setLastResults:]
000e3fcc t -[TwitterAutocompleteResultsController setResultsCallback:]
000e3e98 t -[TwitterAutocompleteResultsController updateAutocompleteResults:searchPlaces:]
000e3978 t -[TwitterAutocompleteResultsController updateAutocompleteResults:type:poiOnly:]
000efec0 t -[TwitterCommonAppDelegate _handleOpenURL:]
000efec6 t -[TwitterCommonAppDelegate _logLoadedViewController]
000efec8 t -[TwitterCommonAppDelegate _resetImpressionLog]
000efec2 t -[TwitterCommonAppDelegate _saveState]
000f0868 t -[TwitterCommonAppDelegate application:didFinishLaunchingWithOptions:]
000f0340 t -[TwitterCommonAppDelegate application:handleOpenURL:]
000f0328 t -[TwitterCommonAppDelegate application:openURL:sourceApplication:annotation:]
000f046c t -[TwitterCommonAppDelegate applicationDidBecomeActive:]
000f02b8 t -[TwitterCommonAppDelegate applicationDidEnterBackground:]
000f02a4 t -[TwitterCommonAppDelegate applicationDidReceiveMemoryWarning:]
000f0238 t -[TwitterCommonAppDelegate applicationStateDidReload]
000f07c0 t -[TwitterCommonAppDelegate applicationStateFile]
000f076c t -[TwitterCommonAppDelegate applicationState]
000f0414 t -[TwitterCommonAppDelegate applicationWillResignActive:]
000f02f8 t -[TwitterCommonAppDelegate applicationWillTerminate:]
000f0208 t -[TwitterCommonAppDelegate beginNetworkActivity:]
000f0814 t -[TwitterCommonAppDelegate dealloc]
000f01d8 t -[TwitterCommonAppDelegate endNetworkActivity:]
000efeca t -[TwitterCommonAppDelegate errorPostingNotification:]
000f0594 t -[TwitterCommonAppDelegate firstLaunch]
000f0384 t -[TwitterCommonAppDelegate handleLaunchOptions:]
000f0358 t -[TwitterCommonAppDelegate handleOpenURL:]
000efec4 t -[TwitterCommonAppDelegate purgeCaches]
000f0614 t -[TwitterCommonAppDelegate reloadApplicationState]
000f067c t -[TwitterCommonAppDelegate saveApplicationState:]
000f0990 t -[TwitterCommonAppDelegate(Push) application:didFailToRegisterForRemoteNotificationsWithError:]
000f0cec t -[TwitterCommonAppDelegate(Push) application:didReceiveRemoteNotification:]
000f0e08 t -[TwitterCommonAppDelegate(Push) application:didRegisterForRemoteNotificationsWithDeviceToken:]
000f0992 t -[TwitterCommonAppDelegate(Push) handlePushPayload:]
000f0e98 t -[TwitterCommonAppDelegate(Push) parsePushDictionary:sender:recipient:status:]
000f0d04 t -[TwitterCommonAppDelegate(Push) refreshPushToken:]
000f0e50 t -[TwitterCommonAppDelegate(Push) updatePushToken:]
0007848c t -[TwitterComposition _addUsernamePrefixIfNeeded]
00079070 t -[TwitterComposition _beginSend]
00078e84 t -[TwitterComposition _endSend:]
000783c0 t -[TwitterComposition _removePrefix:]
000782f8 t -[TwitterComposition _removeUsernamePrefix]
00077b38 t -[TwitterComposition _sendFromAccount:]
00077a44 t -[TwitterComposition _updatedIndex:range:newText:]
00077cdc t -[TwitterComposition addAttachment:]
00077df4 t -[TwitterComposition appropriateDraftTitle]
00077dac t -[TwitterComposition appropriateImage]
00077f4c t -[TwitterComposition appropriateTitle]
00078200 t -[TwitterComposition attachmentsLength]
00077944 t -[TwitterComposition attachments]
0007792a t -[TwitterComposition characterLimit]
000785f4 t -[TwitterComposition compositionType]
000793a4 t -[TwitterComposition containsMoreThanMentions]
00078660 t -[TwitterComposition dealloc]
00077b0c t -[TwitterComposition didSend:]
000779b4 t -[TwitterComposition didSendCallback]
00078d08 t -[TwitterComposition didUploadAttachment:info:]
00077a24 t -[TwitterComposition directMessageUser]
00077994 t -[TwitterComposition dirty]
00077954 t -[TwitterComposition displayName]
00078724 t -[TwitterComposition encodeWithCoder:]
00077ae4 t -[TwitterComposition errorSending]
00077960 t -[TwitterComposition fileURL]
000779e4 t -[TwitterComposition geotag]
00077974 t -[TwitterComposition hadFailedSend]
00077a90 t -[TwitterComposition hasPendingAttachments]
00077c60 t -[TwitterComposition hasRoomForAnotherAttachment]
0007886c t -[TwitterComposition initWithCoder:]
00078aa8 t -[TwitterComposition init]
000785b8 t -[TwitterComposition isDirectMessage]
000780a4 t -[TwitterComposition isDocumentEdited]
000779f4 t -[TwitterComposition isDraft]
000785d8 t -[TwitterComposition isGeoTaggable]
00078598 t -[TwitterComposition isPublicReply]
00077914 t -[TwitterComposition isSending]
00078130 t -[TwitterComposition isWorthSaving]
000780d4 t -[TwitterComposition isWorthSending]
00077d1c t -[TwitterComposition matchesSearchString:]
00077aac t -[TwitterComposition numberOfAttachmentsPendingUpload]
000779c4 t -[TwitterComposition placeEntities]
000779d4 t -[TwitterComposition place]
00079138 t -[TwitterComposition reindexEntitiesWithRange:replacementText:]
00078170 t -[TwitterComposition remainingCharacters]
00077c8c t -[TwitterComposition removeAttachment:]
00077a34 t -[TwitterComposition replyToStatus]
00078628 t -[TwitterComposition replyToUser]
000794ac t -[TwitterComposition sendFromAccount:]
00078dd4 t -[TwitterComposition sendProgress]
000796dc t -[TwitterComposition setDidSendCallback:]
00079638 t -[TwitterComposition setDirectMessageUser:]
000779a4 t -[TwitterComposition setDirty:]
0007967c t -[TwitterComposition setGeotag:]
00077984 t -[TwitterComposition setHadFailedSend:]
00077a04 t -[TwitterComposition setIsDraft:]
0007969c t -[TwitterComposition setPlace:]
000796bc t -[TwitterComposition setPlaceEntities:]
00079618 t -[TwitterComposition setReplyToStatus:]
000795f8 t -[TwitterComposition setReplyToUser:]
00079658 t -[TwitterComposition setText:]
00077964 t -[TwitterComposition setUrlLength:]
00078238 t -[TwitterComposition switchToDirectMessage]
00078298 t -[TwitterComposition switchToPublicReply]
00077b7c t -[TwitterComposition textWithAttachments]
00077a14 t -[TwitterComposition text]
00078b40 t -[TwitterComposition trimEntities]
0007792e t -[TwitterComposition urlLength]
000792ec t -[TwitterComposition willDiscard]
00079724 t -[TwitterCompositionAttachment _uploadFromAccount:associatedMessage:callback:]
00079dc8 t -[TwitterCompositionAttachment cleanup]
00079e60 t -[TwitterCompositionAttachment data]
00079b44 t -[TwitterCompositionAttachment dealloc]
0007991c t -[TwitterCompositionAttachment didUpload:info:]
00079a9c t -[TwitterCompositionAttachment encodeWithCoder:]
00079be4 t -[TwitterCompositionAttachment initWithCoder:]
0007970c t -[TwitterCompositionAttachment isPendingUpload]
000796fc t -[TwitterCompositionAttachment localFile]
00079760 t -[TwitterCompositionAttachment remoteURL]
00079944 t -[TwitterCompositionAttachment setData:]
000799c4 t -[TwitterCompositionAttachment setLocalFile:]
00079ef0 t -[TwitterCompositionAttachment setLocalURL:]
0007a14c t -[TwitterCompositionAttachment setRemoteURL:]
0007a18c t -[TwitterCompositionAttachment setSourceDescription:]
